-12.6	-111.149
-12.5	-98.6601
-12.4	-87.2912
-12.3	-69.0502
-12.2	-58.2894
-12.1	-52.1195
-12	-49.2081
-11.9	-51.1383
-11.8	-57.3599
-11.7	-65.8087
-11.6	-71.7073
-11.5	-76.8146
-11.4	-81.3644
-11.3	-85.2468
-11.2	-91.1291
-11.1	-95.9238
-11	-102.642
-10.9	-107.783
-10.8	-109.447
-10.7	-113.383
-10.6	-113.852
-10.5	-107.541
-10.4	-83.9356
-10.3	-34.6891
-10.2	-10.5316
-10.1	-10.5023
-10	-13.6159
-9.9	-17.2457
-9.8	-23.4439
-9.7	-30.5981
-9.6	-36.6805
-9.5	-42.8504
-9.4	-48.6589
-9.3	-53.7354
-9.2	-57.762
-9.1	-60.3426
-9	-63.7537
-8.9	-67.1637
-8.8	-71.2881
-8.7	-75.2318
-8.6	-78.5971
-8.5	-81.35
-8.4	-82.7061
-8.3	-82.964
-8.2	-84.2978
-8.1	-84.6651
-8	-84.7358
-7.9	-84.453
-7.8	-83.6685
-7.7	-82.3428
-7.6	-80.9927
-7.5	-79.2919
-7.4	-76.1964
-7.3	-74.1475
-7.2	-72.8608
-7.1	-72.3865
-7	-73.0892
-6.9	-75.0707
-6.8	-77.4646
-6.7	-79.208
-6.6	-80.8332
-6.5	-83.5874
-6.4	-85.5254
-6.3	-88.724
-6.2	-91.9333
-6.1	-95.5128
-6	-99.1283
-5.9	-102.537
-5.8	-107.513
-5.7	-112.61
-5.6	-118.443
-5.5	-125.473
-5.4	-133.852
-5.3	-143.368
-5.2	-153.769
-5.1	-162.061
-5	-171.87
-4.9	179.77
-4.8	172.819
-4.7	168.874
-4.6	167.627
-4.5	165.208
-4.4	165.564
-4.3	167.005
-4.2	166.925
-4.1	169.104
-4	174.814
-3.9	-178.556
-3.8	-172.504
-3.7	-166.3
-3.6	-153.827
-3.5	-140.431
-3.4	-126.893
-3.3	-108.852
-3.2	-97.7995
-3.1	-91.5948
-3	-86.1204
-2.9	-84.3403
-2.8	-84.5713
-2.7	-86.4318
-2.6	-89.5593
-2.5	-92.585
-2.4	-98.5196
-2.3	-103.731
-2.2	-108.767
-2.1	-114.597
-2	-121.336
-1.9	-128.492
-1.8	-134.557
-1.7	-141.593
-1.6	-147.694
-1.5	-154.196
-1.4	-160.497
-1.3	-166.358
-1.2	-172.838
-1.1	-179.137
-1	174.71
-0.9	169.503
-0.8	164.066
-0.7	159.276
-0.6	155.555
-0.5	151.973
-0.4	149.026
-0.3	146.523
-0.2	144.734
-0.1	143.497
1.05471e-15	142.659
0.1	142.597
0.2	142.935
0.3	144.041
0.4	145.723
0.5	147.879
0.6	151.087
0.7	154.762
0.8	158.701
0.9	162.807
1	167.81
1.1	173.435
1.2	178.092
1.3	-175.948
1.4	-170.012
1.5	-163.93
1.6	-158.001
1.7	-151.89
1.8	-145.671
1.9	-139.584
2	-132.197
2.1	-127.114
2.2	-119.786
2.3	-112.94
2.4	-107.899
2.5	-102.81
2.6	-96.4467
2.7	-89.9129
2.8	-85.5493
2.9	-79.7463
3	-75.2143
3.1	-70.4807
3.2	-66.032
3.3	-63.6569
3.4	-59.5314
3.5	-53.8492
3.6	-48.1977
3.7	-41.8101
3.8	-37.646
3.9	-30.066
4	-27.2244
4.1	-22.79
4.2	-16.9264
4.3	-11.7631
4.4	-10.4243
4.5	-8.42542
4.6	-6.28794
4.7	-4.33379
4.8	-3.44162
4.9	-1.02729
5	0.957846
5.1	1.59113
5.2	3.18521
5.3	5.85095
5.4	8.0082
5.5	10.051
5.6	12.0291
5.7	14.5342
5.8	15.7937
5.9	16.3343
6	17.7788
6.1	16.5363
6.2	12.4274
6.3	9.80204
6.4	3.95853
6.5	-4.00614
6.6	-13.708
6.7	-19.0769
6.8	-24.344
6.9	-29.7006
7	-32.1854
7.1	-31.6332
7.2	-31.3183
7.3	-30.2011
7.4	-28.2556
7.5	-25.0725
7.6	-22.4937
7.7	-19.7646
7.8	-15.6826
7.9	-11.9805
8	-9.13095
8.1	-6.10029
8.2	-3.10797
8.3	0.516452
8.4	3.382
8.5	6.81926
8.6	11.1414
8.7	14.0133
8.8	18.3692
8.9	22.3104
9	27.1078
9.1	29.3834
9.2	32.4916
9.3	34.1324
9.4	36.7768
9.5	38.815
9.6	40.8933
9.7	44.1816
9.8	46.1633
9.9	35.6301
10	40.5451
10.1	45.8062
10.2	50.8572
10.3	55.3739
10.4	59.9137
10.5	64.5196
10.6	69.1793
10.7	72.9093
