-12.6	-50.3777
-12.5	-50.664
-12.4	-49.2113
-12.3	-47.7102
-12.2	-45.6939
-12.1	-43.2576
-12	-42.2718
-11.9	-41.2871
-11.8	-40.1357
-11.7	-36.5104
-11.6	-35.6978
-11.5	-35.0768
-11.4	-34.4922
-11.3	-34.0599
-11.2	-33.758
-11.1	-34.0299
-11	-34.4321
-10.9	-35.2489
-10.8	-37.2837
-10.7	-39.1615
-10.6	-41.7623
-10.5	-45.0432
-10.4	-48.4319
-10.3	-48.1097
-10.2	-44.3355
-10.1	-40.7051
-10	-38.1901
-9.9	-36.894
-9.8	-35.2215
-9.7	-33.7558
-9.6	-32.7134
-9.5	-31.8444
-9.4	-30.9808
-9.3	-30.3934
-9.2	-29.6903
-9.1	-29.1942
-9	-28.8835
-8.9	-28.7475
-8.8	-28.8367
-8.7	-28.9077
-8.6	-28.8589
-8.5	-28.7896
-8.4	-28.8929
-8.3	-28.8304
-8.2	-28.6899
-8.1	-28.7931
-8	-28.884
-7.9	-28.6827
-7.8	-28.4777
-7.7	-28.2651
-7.6	-27.8701
-7.5	-27.3435
-7.4	-26.9146
-7.3	-26.5225
-7.2	-26.0577
-7.1	-25.7439
-7	-25.6048
-6.9	-25.4993
-6.8	-25.4896
-6.7	-25.6305
-6.6	-25.8743
-6.5	-26.2599
-6.4	-26.5813
-6.3	-27.1051
-6.2	-27.6667
-6.1	-28.3237
-6	-28.8942
-5.9	-29.359
-5.8	-29.6069
-5.7	-29.6292
-5.6	-30.0866
-5.5	-30.3024
-5.4	-30.2449
-5.3	-30.3258
-5.2	-29.9645
-5.1	-29.2062
-5	-28.6222
-4.9	-28.1073
-4.8	-27.5842
-4.7	-26.9348
-4.6	-26.2308
-4.5	-25.6427
-4.4	-25.1944
-4.3	-24.9278
-4.2	-24.8296
-4.1	-24.8258
-4	-24.8411
-3.9	-24.7345
-3.8	-24.8908
-3.7	-25.364
-3.6	-25.3687
-3.5	-25.4733
-3.4	-25.0326
-3.3	-23.0766
-3.2	-20.9711
-3.1	-18.9343
-3	-17.0141
-2.9	-14.873
-2.8	-12.7408
-2.7	-11.2474
-2.6	-9.5413
-2.5	-8.13508
-2.4	-6.86972
-2.3	-5.68212
-2.2	-4.54921
-2.1	-3.39215
-2	-2.36333
-1.9	-1.34347
-1.8	-0.48245
-1.7	0.450707
-1.6	1.31947
-1.5	2.01767
-1.4	2.73062
-1.3	3.42621
-1.2	4.11239
-1.1	4.69264
-1	5.28945
-0.9	5.81961
-0.8	6.37293
-0.7	6.86165
-0.6	7.28121
-0.5	7.66887
-0.4	8.00469
-0.3	8.22961
-0.2	8.40472
-0.1	8.56276
1.05471e-15	8.55759
0.1	8.52297
0.2	8.35139
0.3	8.13598
0.4	7.75467
0.5	7.40266
0.6	6.97086
0.7	6.47753
0.8	5.96025
0.9	5.43705
1	4.82649
1.1	4.18998
1.2	3.52984
1.3	2.79584
1.4	2.10855
1.5	1.23794
1.6	0.332975
1.7	-0.491003
1.8	-1.34251
1.9	-2.41449
2	-3.47527
2.1	-4.4731
2.2	-5.66594
2.3	-6.84041
2.4	-8.17638
2.5	-9.5712
2.6	-10.805
2.7	-12.1163
2.8	-13.4847
2.9	-15.0723
3	-15.9937
3.1	-17.551
3.2	-18.8974
3.3	-19.6261
3.4	-20.3342
3.5	-21.2471
3.6	-22.1056
3.7	-22.2589
3.8	-22.42
3.9	-22.4768
4	-22.338
4.1	-22.1301
4.2	-21.9397
4.3	-21.8445
4.4	-21.7764
4.5	-21.9028
4.6	-22.1114
4.7	-22.2362
4.8	-22.5715
4.9	-22.7334
5	-23.0616
5.1	-23.4837
5.2	-23.9565
5.3	-24.343
5.4	-24.5508
5.5	-24.9599
5.6	-25.6174
5.7	-26.0106
5.8	-26.753
5.9	-27.5937
6	-28.0262
6.1	-28.699
6.2	-29.5171
6.3	-30.381
6.4	-31.1054
6.5	-31.3633
6.6	-31.6938
6.7	-31.2068
6.8	-30.7589
6.9	-30.2965
7	-29.7263
7.1	-29.3245
7.2	-28.6096
7.3	-28.0783
7.4	-27.9421
7.5	-27.5936
7.6	-27.4518
7.7	-27.2856
7.8	-27.1178
7.9	-26.8531
8	-26.8414
8.1	-27.186
8.2	-27.2069
8.3	-27.3245
8.4	-27.4188
8.5	-27.6098
8.6	-27.9039
8.7	-28.3035
8.8	-28.6287
8.9	-28.9711
9	-27.8513
9.1	-28.0583
9.2	-28.186
9.3	-28.2788
9.4	-28.3231
9.5	-28.3265
9.6	-28.1535
9.7	-28.0298
9.8	-27.9939
9.9	-29.4945
10	-29.5321
10.1	-29.5225
10.2	-29.762
10.3	-29.9275
10.4	-30.2314
10.5	-30.6982
10.6	-31.2001
10.7	-31.6657
